gene	GE-InN-1	GE-InN-2	GE-InN-3	GE-InN-4	GE-InN-5	GE-RG-1	GE-RG-2	GE-CycPro	GE-InN-6	GE-RG-3	GE-InN-7
CCNL2	0.09399530436128005	0.10297227209809023	0.08213543432104037	0.09489160887317312	0.08661226299854269	0.08923551931008745	0.06685553712483838	0.09500360069894441	0.10514000635544621	0.09653393835533405	0.08662451448504085
MRPL20-AS1	0.12902628911229555	0.05223380215478888	0.08693039870229896	0.09083885377547349	0.1793917016852706	0.10589799128494523	0.06709396467122698	0.09940337273726042	0.08243685984091853	0.042918341106534676	0.063828402773957
MRPL20	0.09674675241052862	0.07587569951107742	0.10285421728947419	0.09500327370986204	0.08416541000441109	0.09664712358712875	0.061235455262695394	0.10005581331515356	0.08475506279506775	0.09587127287875975	0.10678991614415154
VWA1	0.04839267549959785	0.03713974903766803	0.11561631741057485	0.06840248122691053	0.06462273994643161	0.09665203559580769	0.22541082858293388	0.07338049280698597	0.06667097054310094	0.20371165043655132	0
ATAD3C	0.036628583919485244	0.02873481306289789	0.08961981057738488	0.10492393368904825	0.06491365964472871	0.19562910385949334	0.1291870025586286	0.07414498605193127	0.11327029017666539	0.16294775768975042	0
ATAD3B	0.08799959683151687	0.07818533226458493	0.06581095310236905	0.05662925234485992	0.07263531672188113	0.12857295820038475	0.12009292428107537	0.1152341758053716	0.08802480601512783	0.10642797686639548	0.08038670048182558
ATAD3A	0.07704489066895709	0.06293236468584963	0.06691639775667464	0.08227439853677797	0.08604958951616197	0.18701704601062183	0.040194659200981364	0.14070840753508504	0.060695135486715554	0.1378959697404485	0.058271132672707844
TMEM240	0.09606840621219788	0.07029394055825502	0.11202227541764717	0.11198298459622982	0.08202762023695961	0.10196399783356119	0.08655017016963985	0.08490875624296934	0.10064714201658768	0.11405189407661642	0.03948280481030848
SSU72	0.09462512168317515	0.08248806449958299	0.09818188475270731	0.08899282325383738	0.08507169317418492	0.08039465912520091	0.10208075390404875	0.10903081249118904	0.10588909209096037	0.05890842893450996	0.09433666333379262
AL645728.1	0.03523055063124118	0.053186679695527095	0.0388155232588857	0.06670344795500671	0.05280849835068965	0	0.08317529648031821	0.06845380162448579	0.0710006530830952	0.03933761384068784	0.49128789495168773
AL691432.4	0	0	0	0	0	0	0	0	0.4782940728603433	0	0.5217053235540908
AL691432.2	0.04216789418928321	0.09924954320765737	0.1610663607020311	0.10144444127376373	0.14255584566553753	0.10114688481236511	0.07525235030663471	0.10448098242081413	0.06413135021687749	0.03509275509529207	0.07341156892888281
MIB2	0.0876552640978076	0.07431889779214479	0.09479042875414416	0.07976074560710923	0.0962437971987456	0.12877196811176944	0.08706360131383352	0.08176877504239669	0.07704626444900853	0.08270229618720308	0.10987795253467998
CDK11B	0.09362605099273703	0.10784168553590609	0.07368245054956112	0.09653854341712347	0.07405184270388696	0.12030383394871703	0.06369190134558587	0.1289870881010814	0.08446564140024714	0.07996580400896236	0.07684515400822275
SLC35E2B	0.09547076390706306	0.10641343945970357	0.09540833382749676	0.11832676166546442	0.09220110616039906	0.07544630072961153	0.03951005489248707	0.09442372930792993	0.10358910495822159	0.062091442095501354	0.11711896137311971
CDK11A	0.10350896735894848	0.1112753614121928	0.07231739450802954	0.10864569899714126	0.09088615836451185	0.09942746761138925	0.06370870697501865	0.09760596929395622	0.08888624029523849	0.09667181121851365	0.06706622057883724
SLC35E2A	0.0999293847237255	0.09628652305610108	0.0987513827504619	0.10023536691010589	0.1158498224884659	0.06854449216896576	0.03531649179598768	0.09130491388473778	0.1036145367480329	0.05596812592265747	0.13419895812271934
NADK	0.05251518790165908	0.07433216162720006	0.09163604085021156	0.06843207826919315	0.042713241976732555	0.20356764853816403	0.12164610602876763	0.09331100893436432	0.04766336655125695	0.15837117966168235	0.045811974348477336
GNB1	0.11485313879366003	0.11608063848378881	0.09237626566953189	0.10455252526554275	0.09392489711772363	0.0760657313635582	0.05511301147841839	0.096510922860523915	0.10320635838487864	0.06306217577505895	0.0842543345828454
CFAP74	0.028504507548164883	0.04803305329116758	0.04317946350438104	0.06902755219778793	0.041678655403316764	0.1923447236328955	0.19947869721289216	0.006251208080228107	0.03543337344221902	0.33606873041481755	0
GABRD	0.08325970142516045	0.022108646357495536	0.10132976166603062	0.13424819802904672	0.14589091845207985	0.06890625765631064	0	0.09218539885270902	0.1379771948340003	0.15898318180721802	0.055110689030497026
PRKCZ	0.113346099526092	0.08513017623670738	0.11346621173965427	0.10621969688868711	0.11305870796237956	0.0717866278285418	0.05534309372358005	0.06593687536582479	0.10151316771249236	0.042832257748724144	0.13136708142257436
AL590822.2	0.11434403473444053	0.12358589084460773	0.1668117042517836	0.11958669379828434	0.09533799969093525	0.19350394175914098	0	0.014133736969911995	0.16048753705359184	0.012208410445420955	0
PRKCZ-AS1	0.1502163110548539	0.11301581533920936	0.12024719032226969	0.12403439847709018	0.13533473553161163	0.04490881675037411	0.1106483424616064	0.11954386830528603	0.029547013101224567	0.052503471980691066	0
FAAP20	0.09563090682299773	0.07193561834765136	0.09449720998683538	0.10397460352366644	0.09173202084046568	0.07269062886830165	0.07071604118476385	0.10046681315999842	0.08661226151615575	0.10533232473019939	0.10641156758256472
AL590822.1	0.053707693590042974	0.05141698664701592	0.13404428545424546	0.093856829631479	0.037748563455270674	0.06837058984237884	0	0.0666209475899755	0.05900712800541123	0.22528921172281538	0.20993771669061884
SKI	0.12302084600808258	0.0915526603506637	0.1115775135687535	0.09595626568123276	0.1102088963954013	0.1035445721783429	0.058609671641693735	0.08951259700996872	0.0699959616555753	0.07499524134608596	0.07102577318739588
AL590822.3	0.047000604120253316	0.0546586799782581	0.1421833943607314	0.049946610643941965	0.01574031381906374	0.07399461453737585	0	0.12059128494659341	0	0.3551051531481963	0.14077924025182295
MORN1	0.0606717062362122	0.07447821202891268	0.0599575606722408	0.056993977331061214	0.07217000340887329	0.14635726926838696	0.08838273152365866	0.10141892971797953	0.06266489760686983	0.13031486717498458	0.14658983987864327
AL513477.2	0.062407891098166995	0.07154207959781429	0.10246603528780711	0.08042128620208802	0.08292566533903081	0.0676277459973564	0.06642923584227897	0.0476515149686239	0.14762291929211568	0.13087609621519267	0.1400294981777581
RER1	0.1026296665091848	0.09199537700298288	0.10162854682762426	0.11239256114224312	0.07804704185941375	0.08518129795442554	0.05612272073437443	0.12559168268070672	0.0782565479813258	0.07332464487140346	0.0948299100073046
PEX10	0.06435979870417073	0.0574062105474235	0.08768717863624957	0.10895133682959336	0.11290429189229588	0.11303535141993745	0.07652351334779814	0.07739662821914511	0.06891256200840813	0.08414959551038163	0.14867352754893948
PLCH2	0.013122555558976437	0.020105737848811547	0.2244276589006829	0.1299641343391543	0.10699725922637424	0.04064376756540588	0.1622391243364815	0.006956278176825014	0.21014987050947204	0.0607030446472954	0.02469052645596339
PANK4	0.10863657073197504	0.08616874910421875	0.12410251273894445	0.08631107707045968	0.10249863171052885	0.1115452282967527	0.06640789433224417	0.10850304177792233	0.07357955530422336	0.0780034455924643	0.054243285160010014
HES5	0.004686993192471282	0.004595578385356127	0.004815221842528271	0.007096879086396063	0.004340315971925992	0.3250168865560498	0.13033463974125073	0.038156319861717115	0.007254896439203887	0.4686292078548481	0.005073060674981951
AL139246.5	0.01409212182950185	0.013821364955396463	0.019684716634244783	0.010621283277412729	0.013630017643337662	0.5501135948744412	0.04569723667255625	0.02382258234879356	0.014678511010636306	0.2652414655646532	0.02859710062733595
PRXL2B	0.10353140400864268	0.1256812068473337	0.06790599285828201	0.06357257929542273	0.06727056553994115	0.12650530333350307	0.08745935649915182	0.09314095162770326	0.07505911857039362	0.11528908343406613	0.07458442188339116
MMEL1	0.05842660998087772	0.042061460121037716	0.07777173073610877	0.046712378955267045	0.04165089345269745	0.04041111514233977	0.10556182532949183	0.036535640033314956	0.09097785898619185	0.04493905529731442	0.4149513853698936
AL831784.1	0	0	0	0	0	0	0	0	0	0	0.9999995161205961
TTC34	0.021139636893760624	0.03387035709665499	0.0527149841297347	0.01207495422143672	0.05299544693000056	0.10561671347692449	0.20041436703184337	0.07074316221887868	0.1392402333349733	0.2053955080910333	0.10579460724841766
AC242022.2	0	0	0.04628676504858114	0.03910372271016955	0	0	0	0	0.1321582681874508	0	0.7824510501885809
PRDM16-DT	0.0035765767243570337	0.010524335579281854	0.006100427839231602	0.01251552789823369	0.001700797356338113	0.33795096324909857	0.01346523601912653	0.07625669164456862	0.009006733974284092	0.5077889751102773	0.021113729073658355
PRDM16	0.0020909436963218175	0.003630627977973819	0.0029569337263640762	0.003856785608409944	0.0017370957419488573	0.36079870105622847	0.030554025628219798	0.09116828665750686	0.0046307037663760025	0.4916057633711148	0.006970131969401825
AL590438.1	0	0	0	0	0	0.49106110222383803	0	0.141071825358234	0	0.3678668336851023	0
AL354743.2	0	0	0	0	0	0.42100715456774035	0.16555331723383596	0.050901664075238745	0	0.3625377543008662	0
AL354743.1	0	0	0	0	0	0.31221828152358166	0	0.09844165353894715	0	0.34832750978992083	0.24101238779948014
MEGF6	0.010997972571894039	0.02917196356808476	0.016434318151669215	0.03012495112050219	0.03204596487908506	0.08019414600322067	0.5905468458492817	0.09531305984508391	0.019875724498162932	0.00893950582101275	0.0863555351490468
AL513320.1	0.02481310581422616	0.04421483712709928	0.10603242863772014	0.04988579898640859	0.09823878696177714	0.14794327262661747	0	0.056368482665375454	0.11529609633089692	0.12520388367315546	0.232003254856324
TPRG1L	0.07583221663516455	0.10498265709145567	0.14097477212251824	0.13373151137412312	0.06516285499329824	0.07944321494986202	0.13737600094255933	0.06711209162161494	0.05761045876842871	0.05747434897621309	0.08029984548703391
WRAP73	0.10315726082033116	0.06703844905675531	0.08650787107008563	0.0699412799130229	0.08210531511599611	0.12163177876639086	0.07475548002585734	0.1286046083211606	0.07466678889509144	0.09252768362499789	0.09906347601331451
LRRC47	0.12395605407278534	0.1042245670432987	0.10552395765289815	0.11315486742413	0.09161330350321706	0.09847723242458453	0.03337345329111337	0.07196690848264721	0.07631057320197716	0.07534758821057654	0.10605149049277886
CEP104	0.0833682060352985	0.09338017440281128	0.10207798607131321	0.08672999851901084	0.08178862485467658	0.08580090857293339	0.04376357062812671	0.06537287736235439	0.10765250401813022	0.119654368987638	0.13041077830416156
DFFB	0.036630913238840025	0.07703383569115531	0.12186930851912232	0.0869383073168154	0.061204955459515854	0.12876289303179195	0.0803326802103802	0.04383985145850908	0.11363061262944706	0.11728769890214233	0.13246893558183864
C1orf174	0.09729075657388862	0.08586078085940135	0.09843152856659054	0.10153940778081744	0.09352959123839087	0.09651326254788842	0.05527095116452563	0.1235375796902065	0.06347212956488406	0.06942138435054988	0.11513262153546232
AJAP1	0.0331297916831291	0.04892936997909919	0.030082388399089017	0.029287424605257854	0.1316352264455435	0.04466077466449631	0.07463481146248582	0.030337630640969886	0.16291017565498953	0.1219272550959995	0.29246514062547596
NPHP4	0.040013999299311785	0.034893809049545275	0.03923639635243785	0.0478140731924725	0.06309441764316503	0.1315131055808588	0.12235826858438187	0.1146067415277468	0.11231236008135743	0.14601652582179914	0.148140299837111
KCNAB2	0.05016051655157527	0.05586703175528681	0.07058961171208658	0.07567660556826789	0.09034630295416189	0.12248688061657308	0.07656850357316294	0.08506791370820012	0.12609463720817113	0.057291110718924794	0.18985087874087567
CHD5	0.036058591445555246	0.041345229592607495	0.08325356418166896	0.0556355127073119	0.10837745431569999	0.042870785008995466	0.08889196372662318	0.022888551107560967	0.18533445644628446	0.06690298727216204	0.26844089860925024
RPL22	0.11036884283142492	0.11460657550033086	0.11714993324503362	0.1015641288142502	0.07873177435584572	0.07251328730418288	0.09312665400956263	0.09593398650090836	0.07998410727310169	0.05389682409611314	0.08212388577779858
AL031847.1	0	0	0	0	0	0	0	0	0	0	0.9999986983029375
RNF207	0.01792921089786482	0.010957991825413602	0.051567433783587864	0.02887394884771051	0.03428485871932798	0.4172475061121341	0.09333511914860945	0.007912202574835235	0.051078116112094764	0.28681356512633144	0
ICMT	0.06479531972094742	0.06445100471637533	0.06562393724329946	0.058704340870922474	0.09076394689483794	0.10892561494331315	0.12489969308882568	0.17975536448463791	0.058344808308624624	0.08641069088657001	0.0973252566920498
GPR153	0.13006234721086748	0.14818702418481078	0.13746618620591727	0.1226776690099069	0.13664287605965794	0.022990219728872798	0.024113022274396243	0.09030576685659125	0.10082302724609828	0.01233045405996007	0.07440140480272917
ACOT7	0.08673673743954254	0.07644857217154713	0.0999450577361156	0.08746687792565841	0.0810670790166084	0.10848015143298072	0.10809264367742633	0.12701287573406772	0.12250988641832046	0.05524603854927699	0.046994076844370014
AL031848.2	0.20747680106843064	0.36344863982730563	0.10743689093291951	0.054042906006937036	0.08870772070085751	0.12283601833248287	0	0	0	0.05605087644342338	0
TNFRSF25	0.09114913920665525	0.13276265331840278	0.10909714055485777	0.11928456551120335	0.12493219537530567	0.06709643735497785	0.036681184075901	0.09737220140276297	0.0854927812387225	0.09049906280910863	0.045632635575102165
PLEKHG5	0.08604885077824237	0.1210200276720803	0.14471103144842293	0.0943892795586929	0.0919844613343749	0.07104576860103977	0.02021386151528582	0.13414257834004653	0.07864245336263521	0.117875428161604	0.03992625441135824
NOL9	0.11322361561725172	0.0943485158762338	0.10513890322621751	0.10719866892552747	0.10826300599632561	0.10033538766490628	0.049445569567417094	0.07531512753738227	0.08663063676402886	0.0868235266988457	0.0732770397577202
ZBTB48	0.10484213204728955	0.07327469585094724	0.1119436464273682	0.11915551805133742	0.09978117049721302	0.0779408145287853	0.09415778684366877	0.08353697583560278	0.08322756286414822	0.04373059522122289	0.10840909311440898
KLHL21	0.04982135090866953	0.05555349116030498	0.08088057953644989	0.05108728699823824	0.05126294006421994	0.13713436053525435	0.07940098631446481	0.07817081433880599	0.06876652636338622	0.2157792156355573	0.13214244227351324
PHF13	0.07596255564585237	0.05724121308798437	0.0790102608934294	0.05857983133837909	0.07716391050849217	0.1319233137788187	0.041972565362259254	0.1526307915377638	0.10286630049809375	0.15609832014018374	0.06655092761472826
THAP3	0.10138814729669612	0.08997325172188463	0.09587083123296015	0.09206825148499619	0.11468954103947009	0.0921955690559992	0.03639620352765202	0.1278227433981053	0.07488035315280989	0.08809453597137781	0.0866205650839035
DNAJC11	0.093524840861796	0.07761897030412342	0.09194615934029243	0.09404762112560573	0.08901546734135266	0.10059976148064019	0.08396582677950014	0.09252941296722987	0.0853189540066892	0.08365069100355077	0.10778229265956714
CAMTA1-DT	0.11160700360616563	0.045083418889135765	0.06684895565533237	0.03925053014465935	0	0.3511960631357217	0	0.1665057563611334	0	0	0.21950812998361316
CAMTA1	0.09518816402542538	0.09182614201000892	0.07827294125353933	0.08357086381636922	0.08947257783774809	0.07420984214803238	0.12005801457971874	0.07599360159928985	0.10852739935710341	0.07484995500445005	0.10803049813828117
AL512330.1	0.05341421330013563	0.1013228280936893	0.06414045444194195	0.045507158098523154	0.11611709657954837	0.09430514747249706	0.10910207967712358	0.08278852930918477	0.033163480764132836	0.04809198722736218	0.25204700502543037
AL359881.3	0.013393580719438967	0.08296515631007136	0.08946835569043654	0.2234895572519316	0	0.09964920824094599	0	0.02085599555305074	0.1583625418261171	0.0830264739013659	0.22878904749255344
VAMP3	0.11357410183645462	0.09540484847384208	0.12565017274491233	0.09084350049162043	0.14731012621769543	0.07373407908979128	0.10094239127371916	0.07581514526151843	0.08845897480679467	0.0831932816295241	0.0050733686987676566
PER3	0.028048557537399734	0.037048700257212054	0.0772817277145367	0.06285453555052327	0.04007417822269979	0.23592938002521074	0.0970150297896191	0.13686159882330892	0.04181968243415683	0.17086381419100108	0.07220279110448684
Z98884.1	0.04862353921312782	0.07349771645179864	0.13782028390176412	0.07180747357901554	0.08303596632740251	0.15265774688683292	0.10903477001679729	0.1202314559767116	0.07460581580190134	0.1016282845932295	0.027056920084101346
PARK7	0.09808278435022053	0.09680891081072994	0.09802197796567318	0.09040901808034615	0.08536472216324738	0.07919884240781465	0.15506647645595537	0.09085832183904075	0.07295947022801348	0.05694548371539888	0.07628399027054072
AL034417.4	0.0711134947798244	0.07970473556976697	0.043769268083114356	0.08880228120555544	0.08749945115862871	0.08152385472565826	0.03951812433791025	0.09053871172293165	0.09085701225252354	0.04358884792863395	0.2830841991525609
AL034417.3	0.09881808861209496	0.06708002090086883	0.07320864302490766	0.0908897045217642	0.07816166396120536	0.06458201248659845	0.1790708517654266	0.1450663401378505	0.1037796056193488	0.015214171422018676	0.08412886317480169
ERRFI1	0.12417025495564948	0.0690308234921689	0.07331651556178018	0.08901444521547106	0.08140588246492923	0.061586707310830546	0.1854366027156027	0.05987640889348192	0.07476569531632132	0.07642493720005092	0.1049717151502547
AL034417.2	0.06927539886348096	0.07002635949942593	0.18467624151875742	0.08439922434109746	0.10585434374330897	0.036391687869995824	0.058410118075322724	0.03485471047930333	0.11068548812421668	0.062001117560745604	0.1834252916944387
SLC45A1	0.11830253840585032	0.09286670128641375	0.09792600119174831	0.06912047540129211	0.1524799786321029	0.06750976299838446	0.09680530836840247	0.036676576672062436	0.1120162269223355	0.018440035628449692	0.1378563747543464
RERE	0.12900600345755567	0.130088904605318	0.10794930734216371	0.1089365957545423	0.10837444278653813	0.04942204942318381	0.04349255766591261	0.07643645806891161	0.09450291913230026	0.03844859754095828	0.11334216417695217
RERE-AS1	0.13871999880222316	0.14645050151352473	0.08418011344711494	0.12088355259795935	0.09652695327885472	0.045733847840849086	0.02524251397607782	0.09150610150068529	0.08548838422223756	0.04035610277637486	0.12491192553553168
ENO1	0.05357275257173047	0.05958853895803493	0.057423175970886274	0.058768180737942065	0.05860374247838922	0.1374030345452946	0.1618180961882988	0.11661117771911239	0.06372992432222396	0.16543574862196544	0.06704562619945285
GPR157	0.1218115542575676	0.07018562714151252	0.0663412222426687	0.10768489405285103	0.050162697994366116	0.20309241986910415	0	0.18196365881329826	0.08674611999966819	0.06252460566425651	0.049487149367055935
MIR34AHG	0.04386771660059499	0.015572579072998373	0.007824200603021327	0.029414826445807927	0.07767696558591765	0.16113343758087836	0.1421292000890172	0.12515334373514053	0	0.397227667481499	0
H6PD	0.06347762708621196	0.07437769741608087	0.0609031333149182	0.07129861223808724	0.09186291444359519	0.13404491428060303	0.07860711386914584	0.078284265692568	0.09808965770460802	0.13660394604037487	0.11245011315257088
SPSB1	0.07709113764873847	0.1014589353360338	0.006212025716354492	0.08034132489493108	0.006032193454127477	0.09646180955653783	0.14399848296719955	0.27661464339642167	0.05414632732066344	0.1576430589900711	0
SLC25A33	0.027526523216101967	0.05489590091994784	0.057079835267997266	0.051671311236386575	0.018670694269722263	0.21480510288107413	0.14544586246408392	0.12834612645161256	0.07995749062254824	0.15508927983491833	0.06651186474937233
TMEM201	0.09796706650498996	0.06379652647844951	0.10284866860209149	0.0973558683400175	0.131363148930831	0.12645647375918115	0.06708894934789204	0.15040191445758772	0.07811177288095865	0.07578423801746115	0.008825356231769829
PIK3CD	0.19129750285901517	0.13516572845809954	0.13492720414780754	0.1080108920146682	0.13742351000403868	0.05579188327474639	0.045991320683042645	0.035094352585583626	0.05015471776563909	0.06684424940979083	0.039298633503356835
CLSTN1	0.10485908303948634	0.10340986633886919	0.11017688079340773	0.08158661546033535	0.11300430354032234	0.08486733747147941	0.07458198445074253	0.07915709536971142	0.07612111044423724	0.08430383135963568	0.08793189086946186
CTNNBIP1	0.15832982777661284	0.20389069414108663	0.06356310164700452	0.06941987552944826	0.13429941253579236	0.06020567000454737	0.04412039372699402	0.08728446413960159	0.06513432115862532	0.043703001681746366	0.07004923617510518
AL357140.4	0.16905696374714932	0.2263517357866086	0.08289390969768985	0.06653598143187746	0.09227105927418484	0.06340815937497078	0.0522552604228378	0.07339447944569771	0.049406086085118324	0.070844249400313	0.05358208912953206
LZIC	0.08447586336412055	0.09575125694231897	0.08326267714564205	0.07679967345710295	0.0800317020631383	0.10022498111615478	0.08838018766978435	0.08610208197709324	0.09956317914413591	0.10056647107182212	0.10484192368991736
NMNAT1	0.08655705281623632	0.06934000559235254	0.10054220650405225	0.05981790316852561	0.07814558681654053	0.16450782366607206	0.04906697634936015	0.09973599208504243	0.08077549225559551	0.13313719644704253	0.07837375308593661
UBE4B	0.09531473995927434	0.10265863412532333	0.09402937607360307	0.09449864184699815	0.08714930458553748	0.08696563181241998	0.05925804932120845	0.08132049243603288	0.11252203084988442	0.08357080380576158	0.10271229475966638
KIF1B	0.10216093295955356	0.0989263752170017	0.10014243613146132	0.09970984835730093	0.09193358420731344	0.06971039860212482	0.0855004213588286	0.07099218644796526	0.08564108400641049	0.10253022719240544	0.09275250540502461
AL139424.3	0.10658357309188979	0.10373983963181024	0.09370320374122532	0.12181080852678507	0.11907513965197944	0.044506075210631026	0.027714104040789327	0.11633257915818902	0.08440651287905891	0.10487773746719278	0.07725041061851405
AL139424.2	0.11749904178467167	0.130968848857894	0.11723446959893047	0.13181821139242172	0.10255006498030153	0.013776700823191762	0.042101210985206486	0.040963879354792544	0.0986962514966987	0.13016809874446028	0.07422318604222844
PGD	0.07506551099171976	0.11010065246653342	0.11426317773994932	0.07915002170882005	0.07654449385677603	0.0872788530705903	0.08562953680499846	0.141787749734778	0.08298509502262123	0.06770417844420469	0.07949072570397167
CENPS	0.08118138446595699	0.06173712519337828	0.05817516055860948	0.06841306866305119	0.05442782910558066	0.19975409880732703	0.08646243984420748	0.11163055156725003	0.0784571313869367	0.12634305076051083	0.0734181490992881
CORT	0.0761900143620488	0.08378832338600015	0.04818616420067387	0.08802648147087369	0.04500924810310514	0.1661981342589589	0.044210316667660905	0.1350258372433095	0.17346311057737338	0.0652195179086218	0.07468281044757298
DFFA	0.0998604276900473	0.08627329852242444	0.09049594445818294	0.08924394789969746	0.11166647501195866	0.11143688560870113	0.05742606669792339	0.07926402468735569	0.08212901514240824	0.07850344250526337	0.11370046898382198
